age,income
42.694659611116116,43872.23848013748
25.00187186423546,37816.8842124319
44.58736642207314,39788.981351197435
37.95760182816403,54312.69013300472
28.39795818372639,38775.00291826076
27.174217008614317,37827.629994649826
34.42261220417254,39431.027014259766
34.96382986424578,39317.29167190244
50.753642239448354,55001.7243644785
50.24183157957194,55288.40947292466
36.58446326923422,51706.739016685664
57.17639087675091,46963.485373916876
64.96733782483562,45287.506895184255
31.067720262312008,48249.12769551601
59.188576990331015,47864.16170521049
41.08900466418914,50801.378092185536
66.08126427204922,39951.78665236522
38.25704925429569,40933.79320378429
33.22254453302186,41405.07880130229
35.206185154216634,46492.8529226065
46.98065699958134,49629.19890947241
22.193419557866935,33436.809932151555
18.94780201411057,41852.565756584976
38.38723588189143,46519.5725892925
68.62931856002011,40654.81610501954
50.61013295787795,41558.25550561983
41.32377843793702,45777.82278558058
47.641142334372006,53192.66046286715
32.65533675595638,43953.76121495271
39.18637460416656,44217.61206450647
19.43225112831291,36977.381095857345
52.241658797596024,57289.63665717601
56.1938713913206,53473.89830268492
30.84211717233044,39948.018950656966
59.64596403350164,49218.17562213379
61.87019190137616,50276.56916795708
21.713670416386517,31994.65115857759
41.57561258417186,51443.62415958366
48.65517131731211,45604.64097239429
46.97522305482868,39408.43897288483
33.24178245809569,40547.36393571908
56.4916386420431,47694.390094087306
53.79125352512699,45317.02369764796
18.825365635809803,30660.931604390542
62.77652183934575,47575.10388248817
47.8335498528903,52156.978909480495
60.08567665655051,46453.836645650306
25.28839064972622,39187.933791375
58.58463836712592,51543.21136785666
31.318135478622818,39251.73251091335
36.548288069190534,46022.520546665684
39.56466707386285,48875.62993459052
35.674261525829614,49831.615837923186
24.530940575068147,38747.31549092406
55.15768547584766,58547.276478155596
21.483905651866092,33649.848024812076
42.09748265734999,50601.59803643952
23.58096689828345,36489.508429676556
64.11648242722288,53102.301012034615
29.827647772590772,51387.91482726276
64.2226508544347,45884.41259921766
48.57890839304444,43735.06618312024
28.61023262574416,33884.08585619359
24.34819195695466,29703.142510558617
56.42349360906052,47949.64537688262
26.76945900804274,40611.333255642414
28.806844332976546,37346.401878740144
52.369277793673675,48047.71231489075
55.31812987193523,41242.617955216716
68.79453288931504,41083.864302712944
66.48480160557062,37822.81008473306
35.32302245211999,43070.21373983906
48.64627953657186,44500.73953236661
59.74434644518314,53987.6241338959
41.64408624494655,48861.63451718309
51.02541178945869,47298.94924819332
64.92330640715079,45153.657547038776
60.165015445202386,43334.819170963805
46.37636686048859,52176.6389461404
66.58996060581323,52497.21771611476
60.48315047750869,51795.98899597304
24.066405342962497,43211.63111108142
45.71922013517568,56565.16454286125
44.6821655057476,48754.9287696604
27.365589672579862,42497.33594710561
41.575271568557056,53903.53055157081
36.41483573567887,42098.30520060206
36.54368177455817,45298.91764298061
58.66646367664572,53949.086152528966
28.417465032149636,38259.11204023904
34.071604200961865,48080.30406130747
25.43656577088438,41182.92203712092
39.549118803261585,51443.63560764305
31.87647973989049,37355.04316018635
69.41145990214662,43871.00511775359
34.423707200984595,39723.83599818755
37.426084162737666,43780.09720693058
30.32032598261256,43496.99134536702
18.436098270189586,28719.833422734275
63.96258108290533,43151.37241484456
61.89511016439282,39645.575279276556
64.94950944040326,50722.76880658681
49.79242405846886,57288.86292841062
34.52342926634674,45964.63768211751
20.538457141302104,29379.169819442453
43.52632010303045,51772.74210319335
21.07119203317322,32855.891972323494
54.17688580315575,51525.61968935642
24.102031889542737,46789.11848695378
40.35303852988973,46382.29902324842
51.88847788938059,47691.38145186035
44.66329412009147,43621.21553297112
51.74561468480846,45832.88576968255
47.52120718506322,46748.46497465957
40.525421789803815,36527.76118015598
55.359707728094634,49480.90685718665
55.58344994659579,41271.492674603185
48.36218759803566,40501.763737805435
56.39581766394009,41434.66038777485
23.376087598775687,42101.05814938705
66.78653154443982,48367.32326790872
33.48983603053483,32472.653821387506
37.60993423265014,45288.11556649692
24.193190807086097,37995.21722394746
36.00829286085071,40128.595317248924
56.10446381232338,46340.79950345226
54.612870032086036,43878.03767710166
54.167695800574975,51108.303459505245
31.032030249835206,31040.884215050555
48.158409288537065,47468.796413156124
26.664077153046563,30718.727401203905
45.460551636027624,51841.85677052406
48.747064508952036,52474.871295590805
23.391112661797294,31735.083499886256
23.752362573622445,26947.611178508618
34.134173177689426,41260.355213514194
46.77578576139196,53109.20823113563
34.52541861026037,48330.80819917762
68.87710097377632,42788.67244770923
34.299914443399956,55802.15360253028
42.94041827565243,47866.37451325501
54.530524422013144,41122.134635747614
23.02715211628662,40575.6643111821
59.905442850381135,52650.77641651802
53.09831970049694,56446.72730069766
27.924080893055844,39146.49106007302
66.82172208924301,46145.215193825265
37.63609554876906,48862.01876686129
40.565027669484586,50166.16237957404
48.74137878333966,41029.043473871185
28.453358839908635,30967.480094530816
36.83633870570817,51549.34404380769
32.25532226567344,42711.21767863243
29.0167212585591,36790.935769516764
41.75254895304721,43736.6879691377
36.59689640933435,49748.96914655328
38.501193223435564,46745.63220372442
38.95932411911413,44861.60862403668
46.49498108327772,48870.34936237423
35.95198229221069,45390.616707686735
37.961468968544985,47507.42660260131
42.98385456765956,60280.098670573985
54.97184426598373,45778.31424427128
25.65948093946055,43337.0036630681
36.04031298910758,40617.0034592761
29.721929744551684,42884.209791915084
45.29010196823389,44355.819549305794
27.19443604385014,36885.48083914645
40.75974961841876,36828.89701511141
37.10070099072675,45899.94369472215
32.4310655184267,52622.10442750992
67.74348392722338,50487.43305835844
44.19509819452601,53648.40448774268
32.47545079850344,34534.608883208086
27.401348726192055,43493.9752703348
50.45016725995731,46824.245258124625
38.989590151196424,43853.00296208526
34.82076225589774,42072.25906713696
26.867291905730088,44430.29062988873
59.80687656433247,56099.15710525204
53.89977490621365,35429.23993730844
54.80939228661916,40533.4299018063
48.27425121428238,46045.59050108326
41.67829858633985,48148.77106771327
60.85896908393558,40321.15334809378
22.441645279542442,38452.19293757921
31.965813609887817,43810.54268695396
40.44393602321047,50680.863016305964
66.5497685473482,48293.959139794955
28.908785781169613,36635.271868274205
50.50012870468829,47393.16460486642
51.57696481472127,55313.659090224624
39.636422552257535,43304.17669330939
55.748796294156584,49650.08082677404
57.226215844142146,46621.343034412
56.07758142777188,48871.131311703815
22.042099757931705,37578.48025907399
65.08480350177635,56031.90976398864
60.9362357594627,56714.67790240883
20.703652369628532,31359.916113624608
33.13550729668812,40850.11833424822
43.58693268206966,48603.447147552695
44.51430775906795,55878.49712391435
36.36056661331539,40813.91090810581
24.35939415654873,41613.69550720931
38.14171459651442,50973.215050061044
50.05152668168247,46695.71036884286
29.667654857722987,36089.31637108848
21.243087809912666,27158.840173231234
37.641354565036096,35993.40367350198
29.40774783459755,42525.89708175898
24.502028553364074,39358.60717505825
47.50586791300426,49683.081751149526
41.931106220330086,41913.27053958978
27.47554212761076,39712.42822266698
20.804424904049824,38816.73360302188
53.47588811463696,50783.000382963866
33.87248055017601,40790.983911855496
44.6621562109369,50674.35909292575
26.425953309026312,42158.59770983622
55.7965081220794,58113.941974258574
64.64267749388854,52684.68147118232
65.4779272236209,43586.881565675336
19.8486418077916,30600.28271368419
35.1240970997887,38001.71206991696
28.567780459497634,34641.154957778
41.36819971579719,34922.0504647582
36.37849131181279,43223.29603240991
45.3440264456717,52438.22889155079
46.444979990302784,51389.0648149077
35.37672507109114,42492.64813110005
44.693438120609756,53485.82088868956
31.209599343868152,41488.70856014452
54.99226948264269,58268.63291681727
50.27029329118942,50953.2083181527
69.37885824214632,38153.341638367354
18.79158235915055,26955.152977086458
53.19064037520363,47224.05185145552
31.06214242032535,36711.0519896225
29.647531420593637,45279.561225623576
48.800085670008535,46875.084327874414
46.17193726312935,51659.821410847864
41.10699825614779,49521.81166295502
40.74446047146584,47813.0089629009
56.26854359449361,56313.6673194543
67.60676084849838,42707.35095365437
39.688906084131254,46492.42367001497
22.80476905565211,35459.08888602863
46.39624115307594,52360.92284727719
32.37232801055508,45575.51386655703
66.2832540882828,42564.89183453756
44.093618082244994,43047.43174053487
34.234285931105326,35171.99962188114
18.316628782118638,25062.350793390444
69.46755673201865,46545.96381958082
54.52007962243104,47187.84607587434
30.531843003191142,38344.32239554429
51.4892712147007,44476.05943993396
52.94296436678923,51079.67089431436
65.71735542090592,43239.772072307074
55.84581024085293,59749.6459057248
35.57436949126146,53769.74102738681
61.36385783027663,44284.48736823607
57.28061237264383,43554.13473251801
42.843793954762596,46131.31014235731
23.957294105917967,38356.11996838117
38.60903907565404,53368.52887933359
20.318986574941764,42953.49320447973
47.53034079327409,46703.14472064508
43.45153178353724,55051.24955721015
40.361769092771375,46947.14607563387
50.63189619184563,52262.273313203004
38.83400882811517,46053.217017852745
22.190919676508226,38040.4832907146
35.4040417020258,48052.71882404753
49.522317725145825,47354.36230817326
67.81946784246097,46088.83437323845
49.06411445325763,45949.55177565732
50.823087836882344,48613.70683715394
53.49126605453766,41635.92911030964
30.085316871252232,47113.098389611456
35.089775540953745,41188.09385520621
26.97987583325697,38131.34768003072
18.438576845209738,25679.97630535065
38.21338829375052,56127.53171885216
39.706132774931504,47457.48045422464
63.28679950754537,45286.71086674073
49.40048451680437,45026.13507188445
28.51907204116206,38884.46431467857
41.36941392824219,46258.29314937553
58.080836014402685,40254.15984183085
41.38762433364304,57954.39798111075
23.791014467485272,36522.85996418685
45.988103096576104,35281.592558324155
61.983737838753115,47322.262869844264
48.23623485295705,51104.81605336074
45.31979514713647,40022.41205255719
46.277615822366165,47491.18163164861
29.77894485643433,38736.12053225685
25.116764621111038,41932.269099588484
55.196633836117485,45351.7503312476
24.033465627990978,42137.0026569716
36.84971134089596,44034.27411081652
35.72694290959685,48000.09904888162
41.094464166787525,40027.35723637517
38.92393261139927,45074.14943792323
19.81303972166979,34267.51719326753
51.79611308136707,54484.195262442336
51.174780325684374,52651.25360946675
60.281654632742836,48868.086673662576
54.960845807037444,58813.295275522396
31.982535328572244,38194.34273772227
51.24614680936169,54906.83637030898
40.24533663296836,50406.58905926014
24.193164323145005,32414.020876320526
45.31766426404414,45320.49442254029
31.866842793682444,43965.83578378651
27.615354191174127,35796.28275540922
48.03520759813822,52190.74255748631
30.962880464222856,51790.90673131161
51.68590518889385,47680.81154081491
25.83863851791965,42098.30152160934
33.85831863657994,45856.650350763
65.13894845309912,46693.59167326464
39.91081130609591,48538.245955353275
54.75639189007667,44829.32526743975
45.28754028784437,52716.69502661683
19.248391859850933,28384.451783085737
52.7319023062255,49965.93348818059
59.253858371710564,46222.652490532324
28.964001054199933,38193.38400278391
37.55198584325111,47101.11052668984
39.083433846386974,45359.7409805475
36.34790242598064,52496.00561829374
52.594496544377705,44882.85623237282
66.4972404400249,40367.792012568825
33.60714408200757,55099.87709670042
57.465559685683736,57340.17591300991
31.406682578983386,39953.92947684176
34.16031170967227,46378.626249098714
24.666790719682304,30356.670311581238
53.47781505004849,50263.27105802153
43.92267042203229,53780.841614839315
44.62337451834644,52274.215529590554
29.548439572849617,33502.897916742724
34.85200949065945,44984.83602544614
26.55799299016615,36476.18139186897
61.07174332801802,45241.63123524971
52.42455767293396,50842.907993526285
25.916967499115344,37905.15277626882
45.7957399202535,48249.79444356891
44.00295423166809,41873.47745658642
54.0245891146775,38864.13670070066
35.65868211627785,47097.81056084785
62.04468121333341,46786.33319542271
32.85911485283859,37491.42025206084
61.02036504721028,51465.56277439718
35.05112353328546,47774.14062539028
58.46183102639251,49415.31352004303
62.66036148951381,45551.597542000905
21.91257404212198,47548.93656143507
66.9210339774264,41930.82028034955
27.69931626199063,53159.47701803059
54.56111777369421,45582.43712482096
27.20711451771666,37966.50365471485
50.47096488775212,48157.044661115106
31.470651499638993,36946.10175624905
40.03489277750144,48864.47721339735
20.962497599189078,44904.46368652815
57.956292281314866,52577.616140050115
33.21627591619078,47349.46014279441
52.114006647557034,45270.14230458732
66.58250901864922,41430.14131947595
58.398381180600296,54182.723908041386
24.80763446467563,32204.054692875154
37.218453554828336,46883.596209039635
41.29839233237794,48104.63407713547
51.32024133151516,47523.08419583682
25.58430552430911,36944.11432024606
38.155658344509966,54020.75010367921
26.76437427204839,36316.174503704504
29.48340981223549,32782.0140502724
44.77035324342335,52921.19393997791
39.04338355467424,43296.63021417181
62.99754773827378,47528.851452899
69.82901499603874,51558.07230662896
39.21190684119008,48341.425511900554
41.77394857141056,49251.37353069655
48.21971266126404,48292.495694967154
18.40520112273377,26160.763686205977
55.23412339880394,51828.99441625843
20.141943118428035,34308.85709406032
68.41455059308343,38208.410054023065
45.0183206869579,50950.24670716661
39.98211376855639,45548.8142885548
34.19089147677662,45510.1205506486
55.390861828777375,47714.20520695508
32.79833091423911,44925.171461722595
52.419500208764255,49080.8814137137
34.390640464915265,51967.22047135383
54.32613851174291,39109.10821378604
27.014012915312712,34212.622568008795
21.455858864591995,26930.232169524592
26.681041876204958,38107.582721382925
39.09388688500981,55703.825686885495
32.63513704918993,52873.965025108366
56.950004966786985,53560.38447466656
49.40178243584428,50006.163081366016
48.30291556294145,47232.3486564218
63.4541055267363,52025.45589645381
38.5806521483025,47174.26385851619
47.39818965469734,52513.391494028125
48.24625881641673,53204.23993973546
57.03137200809442,48128.948546689695
31.6771465544581,40364.63560189477
31.613754163208885,50310.678797315326
63.297981405771765,44412.6201676225
23.39557049522195,42183.24229715286
23.409726338747976,34065.6816072184
43.9015175998402,44051.797100123986
65.36308422646076,48375.76035651333
20.35793303876082,33133.807375029755
50.29940245529681,50547.947550462864
43.78986691831092,49973.9087065716
58.02299186077008,51853.74854329419
33.12308856568004,44493.98584342727
59.24345719060693,51907.111946877885
55.65974795724145,44812.08272947741
24.463383278737986,37733.62694233975
43.67289396739329,58147.52419015442
30.447264816066053,38924.42699016607
56.086111178795825,41770.59242764177
19.522876669643694,31328.670793603233
42.80223639910511,47310.38685409442
42.973922785224836,54154.510508728454
20.91820867965399,33246.86820317513
55.19400078771286,56571.78512211381
37.32131905566657,44174.28996640355
33.174585181074576,41620.21778145185
31.456788203785955,45937.581835974954
43.799620528086486,56161.03994477729
44.29964364679212,52622.486518442034
49.287693420792806,49307.86938204193
23.91574127372011,26369.581061448225
42.6621550090987,46506.92139690203
28.632803382915643,40741.89414105699
50.16603272333505,55005.84813022305
55.980747543773475,48841.30379595059
18.490762740583648,24516.3566679286
28.061740016935094,40974.6844070316
41.187935377625486,49056.519983191814
31.159827533653722,46250.64265716591
29.263227312780216,37591.323756805694
27.878971198772838,36521.801410798274
32.502314750828646,42597.719319387295
63.9839555824579,40758.77997689656
30.219928398782137,33664.74839154162
39.627382878430346,50304.44803974916
42.41330169076054,50042.81331848869
35.60860128189359,48947.60984492877
28.231031191539437,43690.02624000021
41.12180193566483,51667.38801842469
50.31987279325236,45242.338170857816
58.061633990274615,44693.85057664439
24.03330299219381,32414.519939546717
53.746049260763776,49637.16667296885
41.17203258403496,51456.44853291889
44.93085841400928,50620.198519761376
40.833516690664645,37339.12051144037
44.69275881593189,54338.37244212684
26.801338244169685,38909.07842030929
28.602073968006927,46611.23097547362
43.58843382173457,47332.7079826383
27.56001744438175,41351.568022020714
43.078660413078254,46839.78830101913
45.91534053423598,49226.52370922296
28.75757454138465,43779.33485865934
